State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,12/03/2026,4600,4600,4600
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,12/03/2026,1600,1600,1600
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,12/03/2026,1600,1600,1600
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC","Green Avare(W)",Other,Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Thiruchirappalli,"Manapparai(Uzhavar Sandhai ) APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,12/03/2026,5600,5600,5600
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,12/03/2026,3000,3500,3250
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC","Green Peas","Green Peas",Local,12/03/2026,5000,5500,5250
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,12/03/2026,1000,1500,1250
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,12/03/2026,4000,4500,4250
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,12/03/2026,3000,3600,3300
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,12/03/2026,2000,2600,2300
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC","Knool Khol","Knool Khol",Local,12/03/2026,2000,2600,2300
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,12/03/2026,4500,5000,4750
"Tamil Nadu",Thiruchirappalli,"Musiri(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC",Tomato,Other,Local,12/03/2026,1600,1600,1600
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,12/03/2026,8000,8000,8000
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC",Capsicum,Capsicum,Local,12/03/2026,6000,6000,6000
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,12/03/2026,5000,5500,5250
"Tamil Nadu",Thiruchirappalli,"Thiruverumbur(Uzhavar Sandhai ) APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,12/03/2026,6000,6000,6000
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,12/03/2026,3400,3400,3400
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,12/03/2026,5000,5600,5300
"Tamil Nadu",Thiruchirappalli,"Lalgudi(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,12/03/2026,2500,2500,2500
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai ) APMC",Brinjal,Other,Local,12/03/2026,2600,2600,2600
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,12/03/2026,5000,5000,5000
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,12/03/2026,6500,6500,6500
"Tamil Nadu",Thiruchirappalli,"Manachanallur(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,12/03/2026,5000,5000,5000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,12/03/2026,4000,5000,4500
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Tapioca,Tapioca,Local,12/03/2026,2400,2400,2400
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,12/03/2026,4500,4500,4500
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,12/03/2026,3600,3600,3600
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,12/03/2026,1800,1800,1800
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,12/03/2026,2400,2400,2400
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC","Tamarind Fruit","Tamarind Fruit",Local,12/03/2026,15000,15000,15000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Yam(Ratalu),"Yam (Ratalu)",Local,12/03/2026,4600,4600,4600
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,12/03/2026,9000,10000,9500
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC",Groundnut,"Big (With Shell)",Local,12/03/2026,7000,7000,7000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC",Garlic,Garlic,Local,12/03/2026,14000,14000,14000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC",Chikoos(Sapota),Sapota,Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC","Water Melon","Water Melon",Local,12/03/2026,2000,2000,2000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,12/03/2026,2500,2500,2500
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,12/03/2026,2500,2500,2500
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,12/03/2026,2500,3500,3000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,12/03/2026,1500,1500,1500
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai ) APMC",Banana,Besrai,Local,12/03/2026,3500,4000,3750
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,12/03/2026,3000,3500,3250
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,12/03/2026,7000,8000,7500
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,12/03/2026,2500,2800,2650
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai ) APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,12/03/2026,3500,4000,3750
"Tamil Nadu",Virudhunagar,"Sivakasi(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Virudhunagar,"Sivakasi(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Virudhunagar,"Sivakasi(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Virudhunagar,"Sivakasi(Uzhavar Sandhai ) APMC",Yam(Ratalu),"Yam (Ratalu)",Local,12/03/2026,4500,5000,4750
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,12/03/2026,4500,5000,4750
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai ) APMC",Soyabean,Local,Local,12/03/2026,9500,10000,9750
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,12/03/2026,3000,3500,3250
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai ) APMC","Green Peas","Green Peas",Local,12/03/2026,5500,6000,5750
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,12/03/2026,5500,6000,5750
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,12/03/2026,1500,2000,1750
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,12/03/2026,3000,3500,3250
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,12/03/2026,3000,3500,3250
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,12/03/2026,2800,3500,3150
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai ) APMC",Banana,Besrai,Local,12/03/2026,3200,4000,3600
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,12/03/2026,3200,4000,3600
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,12/03/2026,5000,6000,5500
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai ) APMC","Bitter gourd",Other,Local,12/03/2026,4000,5000,4500
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,12/03/2026,1200,1500,1350
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,12/03/2026,2300,2800,2550
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai ) APMC",Lime,Lime,Local,12/03/2026,16000,20000,18000
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai ) APMC",Yam(Ratalu),"Yam (Ratalu)",Local,12/03/2026,5500,7000,6250
"Tamil Nadu","Nagercoil (Kannyiakumari)","Myladi(Uzhavar Sandhai ) APMC",Potato,"Red Nanital",Local,12/03/2026,2500,3000,2750
"Tamil Nadu","Nagercoil (Kannyiakumari)","Myladi(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,12/03/2026,4000,4500,4250
"Tamil Nadu","Nagercoil (Kannyiakumari)","Myladi(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,12/03/2026,5500,6000,5750
"Tamil Nadu","Nagercoil (Kannyiakumari)","Myladi(Uzhavar Sandhai ) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,12/03/2026,3500,4000,3750
"Tamil Nadu","Nagercoil (Kannyiakumari)","Myladi(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,12/03/2026,6500,7000,6750
"Tamil Nadu","Nagercoil (Kannyiakumari)","Myladi(Uzhavar Sandhai ) APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,12/03/2026,3500,4000,3750
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,12/03/2026,3500,4000,3750
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai ) APMC",Tomato,Other,Local,12/03/2026,1500,2000,1750
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,12/03/2026,3000,4000,3500
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,12/03/2026,1500,2000,1750
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,12/03/2026,3500,4000,3750
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai ) APMC",Capsicum,Capsicum,Local,12/03/2026,5000,6000,5500
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai ) APMC","Green Avare(W)",Other,Local,12/03/2026,5000,6000,5500
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai ) APMC","Tender Coconut","Tender Coconut",Local,12/03/2026,3500,4000,3750
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai ) APMC",Banana,Poovan,Local,12/03/2026,5000,6000,5500
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai ) APMC",Garlic,Garlic,Local,12/03/2026,13000,13000,13000
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,12/03/2026,8000,8000,8000
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,12/03/2026,4000,5000,4500
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai ) APMC",Banana,Karpura,Local,12/03/2026,5000,6000,5500
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai ) APMC",Banana,Besrai,Local,12/03/2026,4000,6000,5000
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,12/03/2026,2000,2500,2250
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,12/03/2026,5000,6000,5500
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,12/03/2026,7000,8000,7500
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,12/03/2026,5000,5000,5000
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,12/03/2026,3500,4000,3750
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,12/03/2026,4000,5000,4500
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,12/03/2026,2400,2400,2400
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai ) APMC",Thondekai,Thondekai,Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai ) APMC",Colacasia,Colacasia,Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai ) APMC",Potato,"Red Nanital",Local,12/03/2026,2600,2600,2600
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,12/03/2026,2000,2000,2000
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,12/03/2026,2800,2800,2800
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai ) APMC",Tapioca,Tapioca,Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,12/03/2026,2000,2000,2000
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,12/03/2026,2600,2600,2600
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai ) APMC",Thondekai,Thondekai,Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai ) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,12/03/2026,10000,12000,11000
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai ) APMC","Knool Khol","Knool Khol",Local,12/03/2026,2600,2600,2600
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai ) APMC",Colacasia,Colacasia,Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Thirupur,"Palladam(Uzhavar Sandhai ) APMC",Tomato,Local,Local,12/03/2026,1200,1500,1350
"Tamil Nadu",Thirupur,"Palladam(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,12/03/2026,1500,2000,1750
"Tamil Nadu",Thirupur,"Palladam(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,12/03/2026,2000,2500,2250
"Tamil Nadu",Thirupur,"Palladam(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Thirupur,"Palladam(Uzhavar Sandhai ) APMC","Green Avare(W)",Other,Local,12/03/2026,3500,4000,3750
"Tamil Nadu",Thirupur,"Palladam(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,12/03/2026,3000,4000,3500
"Tamil Nadu",Thirupur,"Palladam(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai ) APMC",Onion,Bellary,Local,12/03/2026,2000,2500,2250
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai ) APMC",Brinjal,Other,Local,12/03/2026,4000,5000,4500
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,12/03/2026,5000,6000,5500
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai ) APMC",Chikoos(Sapota),Sapota,Local,12/03/2026,3000,4000,3500
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,12/03/2026,5000,6000,5500
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,12/03/2026,7000,8000,7500
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,12/03/2026,1500,2000,1750
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai ) APMC",Thondekai,Thondekai,Local,12/03/2026,3000,4000,3500
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,12/03/2026,1500,2000,1750
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,12/03/2026,2000,3000,2500
"Tamil Nadu",Thirupur,"Dharapuram(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Thirupur,"Dharapuram(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,12/03/2026,1200,1500,1350
"Tamil Nadu",Thirupur,"Dharapuram(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,12/03/2026,7500,8000,7750
"Tamil Nadu",Thirupur,"Dharapuram(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,12/03/2026,3500,4000,3750
"Tamil Nadu",Thirupur,"Dharapuram(Uzhavar Sandhai ) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,12/03/2026,5500,6000,5750
"Tamil Nadu",Thirupur,"Dharapuram(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,12/03/2026,11000,13000,12000
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai ) APMC",Banana,"Red Banana",Local,12/03/2026,6500,7000,6750
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,12/03/2026,4500,5000,4750
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,12/03/2026,3500,4000,3750
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,12/03/2026,1500,1800,1650
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,12/03/2026,2000,2200,2100
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,12/03/2026,1800,2000,1900
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,12/03/2026,3500,4000,3750
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,12/03/2026,3500,4000,3750
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,12/03/2026,4000,4500,4250
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai ) APMC",Yam(Ratalu),"Yam (Ratalu)",Local,12/03/2026,4800,5200,5000
"Tamil Nadu",Thirupur,"Kangayam(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,12/03/2026,4300,4600,4450
"Tamil Nadu",Thirupur,"Kangayam(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,12/03/2026,4500,5000,4750
"Tamil Nadu",Thirupur,"Kangayam(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,12/03/2026,1800,2000,1900
"Tamil Nadu",Thirupur,"Kangayam(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,12/03/2026,1500,2000,1750
"Tamil Nadu",Thirupur,"Kangayam(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,12/03/2026,3500,4000,3750
"Tamil Nadu",Thirupathur,"Natrampalli(Uzhavar Sandhai ) APMC",Banana,Besrai,Local,12/03/2026,4000,5000,4500
"Tamil Nadu",Thirupathur,"Natrampalli(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,12/03/2026,5000,6000,5500
"Tamil Nadu",Thirupathur,"Natrampalli(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Thirupathur,"Natrampalli(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,12/03/2026,3000,4000,3500
"Tamil Nadu",Thirupathur,"Natrampalli(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,12/03/2026,3000,4000,3500
"Tamil Nadu",Thirupathur,"Natrampalli(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,12/03/2026,2500,3000,2750
"Tamil Nadu",Thirupathur,"Vaniyampadi(Uzhavar Sandhai ) APMC",Groundnut,"Big (With Shell)",Local,12/03/2026,6000,6000,6000
"Tamil Nadu",Thirupathur,"Vaniyampadi(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,12/03/2026,1500,1500,1500
"Tamil Nadu",Thirupathur,"Vaniyampadi(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Thirupathur,"Vaniyampadi(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,12/03/2026,2000,2000,2000
"Tamil Nadu",Thirupathur,"Vaniyampadi(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Thirupathur,"Vaniyampadi(Uzhavar Sandhai ) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,12/03/2026,8000,8000,8000
"Tamil Nadu",Thirupathur,"Vaniyampadi(Uzhavar Sandhai ) APMC","Tender Coconut","Tender Coconut",Local,12/03/2026,3000,3000,3000
"Tamil Nadu",Thirupathur,"Vaniyampadi(Uzhavar Sandhai ) APMC",Yam(Ratalu),"Yam (Ratalu)",Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Thirupathur,"Vaniyampadi(Uzhavar Sandhai ) APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Thirupathur,"Vaniyampadi(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,12/03/2026,4000,4000,4000
"Tamil Nadu",Kallakuruchi,"Kallakurichi(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,12/03/2026,4000,4000,4000
