Arrival_Date,State,District,Market,Commodity,Min_Price,Max_Price,Modal_Price,Volatility
2026-12-03,Punjab,Tarntaran,Patti APMC,Green Chilli,4500,4500,4500,0
2026-12-03,Punjab,Tarntaran,Patti APMC,Pumpkin,2500,2500,2500,0
2026-12-03,Uttarakhand,Dehradoon,Vikasnagar APMC,Papaya,1400,1600,1600,200
2026-12-03,Uttarakhand,Dehradoon,Vikasnagar APMC,Tomato,1000,1600,1600,600
2026-12-03,Uttarakhand,Dehradoon,Vikasnagar APMC,Carrot,800,1000,1000,200
2026-12-03,Punjab,Amritsar,Rayya APMC,Bhindi(Ladies Finger),1010,1010,1010,0
2026-12-03,Kerala,Kottayam,Athirampuzha APMC,Banana - Green,2400,2600,2500,200
2026-12-03,Kerala,Kottayam,Athirampuzha APMC,Bitter gourd,4000,4200,4100,200
2026-12-03,Kerala,Kottayam,Athirampuzha APMC,Beetroot,3000,3200,3100,200
2026-12-03,Kerala,Kottayam,Athirampuzha APMC,Potato,2600,2800,2700,200
2026-12-03,Kerala,Kottayam,Athirampuzha APMC,Onion,3600,3800,3700,200
2026-12-03,Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Banana,5000,5000,5000,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Garlic,15000,15000,15000,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Bottle gourd,2000,2000,2000,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Coconut,6500,6500,6500,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Beetroot,2600,2600,2600,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Lemon,14000,14000,14000,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Mint(Pudina),3000,3000,3000,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Cowpea(Veg),2500,3000,2750,500
2026-12-03,Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Potato,2500,3000,2750,500
2026-12-03,Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Coriander(Leaves),3000,3600,3300,600
2026-12-03,Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Papaya,3500,4000,3750,500
2026-12-03,Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Cluster beans,4000,5000,4500,1000
2026-12-03,Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),4500,5000,4750,500
2026-12-03,Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Beetroot,2500,3000,2750,500
2026-12-03,Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Chow Chow,2000,2500,2250,500
2026-12-03,Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Lime,3500,4000,3750,500
2026-12-03,Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Mashrooms,19000,20000,19500,1000
2026-12-03,Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Brinjal,2000,2600,2300,600
2026-12-03,Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Cluster beans,4600,4600,4600,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Banana - Green,2500,2500,2500,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Sweet Potato,4000,4000,4000,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Carrot,4600,4600,4600,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Raddish,2500,2500,2500,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),8000,9000,8500,1000
2026-12-03,Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Yam(Ratalu),5000,5000,5000,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Lemon,15000,15000,15000,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Colacasia,4000,4000,4000,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Onion,3000,3000,3000,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Tomato,1600,1600,1600,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Beans,6500,6500,6500,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Ginger(Green),8500,8500,8500,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Indian Beans(Seam),5600,5600,5600,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Onion Green,4000,4000,4000,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Green Chilli,3200,3200,3200,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Tomato,1600,1600,1600,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Bitter gourd,3000,3000,3000,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Amaranthus,1500,1500,1500,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Beetroot,2600,2600,2600,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),3600,3600,3600,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Green Avare(W),4000,4000,4000,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Tender Coconut,3500,3500,3500,0
2026-12-03,Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Mint(Pudina),3000,3000,3000,0
2026-12-03,Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Onion,2500,2500,2500,0
2026-12-03,Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Garlic,12500,13500,13000,1000
2026-12-03,Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Coriander(Leaves),4600,4600,4600,0
2026-12-03,Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Tomato,1000,1400,1200,400
2026-12-03,Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Bottle gourd,1400,1800,1600,400
2026-12-03,Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Ashgourd,1800,1800,1800,0
2026-12-03,Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Amaranthus,4000,4000,4000,0
2026-12-03,Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),3000,3000,3000,0
2026-12-03,Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Drumstick,4600,4600,4600,0
2026-12-03,Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Guava,3000,3500,3250,500
2026-12-03,Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Tender Coconut,3000,3000,3000,0
2026-12-03,Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Colacasia,3600,3600,3600,0
2026-12-03,Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Mint(Pudina),4000,4000,4000,0
2026-12-03,Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Cowpea(Veg),4000,4000,4000,0
2026-12-03,Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Ashgourd,2500,2500,2500,0
2026-12-03,Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Amaranthus,2000,2400,2200,400
2026-12-03,Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Beans,3000,3600,3300,600
2026-12-03,Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Drumstick,4000,4000,4000,0
2026-12-03,Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Tamarind Fruit,16000,16000,16000,0
2026-12-03,Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Indian Beans(Seam),4000,4000,4000,0
2026-12-03,Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Onion Green,4000,4000,4000,0
2026-12-03,Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Potato,2000,2600,2300,600
2026-12-03,Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Bitter gourd,4500,5000,4750,500
2026-12-03,Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Pumpkin,2000,2500,2250,500
2026-12-03,Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Green Avare(W),5000,6000,5500,1000
2026-12-03,Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Drumstick,6000,7000,6500,1000
2026-12-03,Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Guava,3500,4000,3750,500
2026-12-03,Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Yam(Ratalu),6000,7000,6500,1000
2026-12-03,Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Brinjal,2500,3000,2750,500
2026-12-03,Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Coriander(Leaves),4500,5000,4750,500
2026-12-03,Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Ashgourd,2000,2500,2250,500
2026-12-03,Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Pumpkin,2000,2500,2250,500
2026-12-03,Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Snakeguard,2500,3000,2750,500
2026-12-03,Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Green Avare(W),5500,6000,5750,500
2026-12-03,Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Chow Chow,2500,3000,2750,500
2026-12-03,Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Ashgourd,2000,2500,2250,500
2026-12-03,Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Banana - Green,3000,3500,3250,500
2026-12-03,Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Coconut,6000,6500,6250,500
2026-12-03,Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Beetroot,2500,3000,2750,500
2026-12-03,Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Green Avare(W),5500,6000,5750,500
2026-12-03,Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Lemon,13000,14000,13500,1000
2026-12-03,Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Mint(Pudina),3000,3500,3250,500
2026-12-03,Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Ashgourd,2000,2500,2250,500
2026-12-03,Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),2500,3000,2750,500
2026-12-03,Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Amaranthus,2800,3500,3150,700
2026-12-03,Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Drumstick,5500,7000,6250,1500
2026-12-03,Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,3200,4000,3600,800
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Pineapple,3500,4000,3750,500
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Cluster beans,3500,4000,3750,500
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Bitter gourd,4000,4500,4250,500
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Bottle gourd,1500,1700,1600,200
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Beans,9000,10000,9500,1000
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Tamarind Fruit,13000,14000,13500,1000
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,Onion Green,3000,3500,3250,500
2026-12-03,Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Banana - Green,3500,4000,3750,500
2026-12-03,Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Karbuja(Musk Melon),2500,3000,2750,500
2026-12-03,Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,Lemon,8000,12000,10000,4000
2026-12-03,Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Potato,4000,4000,4000,0
2026-12-03,Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Brinjal,5000,5000,5000,0
2026-12-03,Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Coriander(Leaves),3000,3000,3000,0
2026-12-03,Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Papaya,3000,3500,3250,500
2026-12-03,Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Bottle gourd,2500,2500,2500,0
2026-12-03,Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Ashgourd,3000,3000,3000,0
2026-12-03,Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),3000,3000,3000,0
2026-12-03,Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Amaranthus,4000,4000,4000,0
2026-12-03,Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Snakeguard,3000,3000,3000,0
2026-12-03,Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),4000,4000,4000,0
2026-12-03,Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ) APMC,Cauliflower,2000,2500,2250,500
2026-12-03,Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ) APMC,Cabbage,1500,2000,1750,500
2026-12-03,Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ) APMC,Green Avare(W),5000,6000,5500,1000
2026-12-03,Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ) APMC,Lemon,8000,12000,10000,4000
2026-12-03,Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ) APMC,Papaya,3000,4000,3500,1000
2026-12-03,Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ) APMC,Bottle gourd,2500,3500,3000,1000
2026-12-03,Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ) APMC,Raddish,3000,4000,3500,1000
2026-12-03,Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ) APMC,Thondekai,4000,5000,4500,1000
2026-12-03,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Onion,2400,2400,2400,0
2026-12-03,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Onion Green,5000,5000,5000,0
2026-12-03,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Onion,2400,2400,2400,0
2026-12-03,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Brinjal,2000,2000,2000,0
2026-12-03,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Green Peas,5000,5000,5000,0
2026-12-03,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Tomato,1200,1200,1200,0
2026-12-03,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Bottle gourd,2500,2500,2500,0
2026-12-03,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Sweet Potato,4000,4000,4000,0
2026-12-03,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Carrot,2600,2600,2600,0
2026-12-03,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Green Avare(W),4000,4000,4000,0
2026-12-03,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Indian Beans(Seam),4000,4000,4000,0
2026-12-03,Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Banana - Green,2500,3000,2750,500
2026-12-03,Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Potato,2500,3000,2750,500
2026-12-03,Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Cluster beans,3000,4000,3500,1000
2026-12-03,Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Pumpkin,1500,2000,1750,500
2026-12-03,Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Amaranthus,2500,3000,2750,500
2026-12-03,Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Beans,7000,7500,7250,500
2026-12-03,Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Carrot,4000,4500,4250,500
2026-12-03,Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Lemon,10000,11000,10500,1000
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Green Chilli,4000,5000,4500,1000
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Banana,6000,7000,6500,1000
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Potato,3000,4000,3500,1000
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Cluster beans,3000,4000,3500,1000
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Ashgourd,1500,2000,1750,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Pumpkin,1500,2000,1750,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Cabbage,1500,2000,1750,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Cucumbar(Kheera),3000,4000,3500,1000
2026-12-03,Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Banana - Green,2500,3000,2750,500
2026-12-03,Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Potato,4500,5000,4750,500
2026-12-03,Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Pumpkin,1500,2000,1750,500
2026-12-03,Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Beans,8000,9000,8500,1000
2026-12-03,Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Drumstick,4500,5000,4750,500
2026-12-03,Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Onion Green,3500,4000,3750,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Green Chilli,4000,4500,4250,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Onion,2000,2500,2250,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Brinjal,2000,2500,2250,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Bitter gourd,4500,5000,4750,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Beans,6500,7000,6750,500
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Cabbage,1500,1800,1650,300
2026-12-03,Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,3800,4500,4150,700
2026-12-03,Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ) APMC,Brinjal,4500,4800,4650,300
2026-12-03,Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ) APMC,Bottle gourd,1300,1600,1450,300
2026-12-03,Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),5500,5800,5650,300
2026-12-03,Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ) APMC,Raddish,2500,2800,2650,300
2026-12-03,Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ) APMC,Garlic,16000,18000,17000,2000
2026-12-03,Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ) APMC,Coriander(Leaves),3500,4000,3750,500
2026-12-03,Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ) APMC,Bottle gourd,800,1000,900,200
2026-12-03,Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),3500,4000,3750,500
2026-12-03,Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ) APMC,Carrot,4000,5000,4500,1000
2026-12-03,Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Green Chilli,5000,5000,5000,0
2026-12-03,Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Potato,3000,3000,3000,0
2026-12-03,Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Papaya,4000,4000,4000,0
2026-12-03,Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),4000,4000,4000,0
2026-12-03,Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Ginger(Green),8000,8000,8000,0
2026-12-03,Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Sweet Potato,3000,3000,3000,0
2026-12-03,Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Beetroot,4000,4000,4000,0
2026-12-03,Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Green Avare(W),4000,4000,4000,0
2026-12-03,Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Drumstick,4000,4000,4000,0
2026-12-03,Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Onion Green,4000,4000,4000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Green Chilli,5000,5000,5000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Banana,5000,5000,5000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Bottle gourd,1500,1500,1500,0
2026-12-03,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Ashgourd,4000,4000,4000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Sweet Potato,3000,3000,3000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Carrot,4000,4000,4000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Chow Chow,3000,3000,3000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),8000,8000,8000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Tender Coconut,3000,3000,3000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Colacasia,4000,4000,4000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Onion Green,3000,3000,3000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Brinjal,3000,4000,3500,1000
2026-12-03,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Tomato,1500,2000,1750,500
2026-12-03,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Bitter gourd,5000,5000,5000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Green Chilli,5000,5000,5000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Sweet Potato,5000,5000,5000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Snakeguard,3000,3000,3000,0
2026-12-03,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),5000,5000,5000,0
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Green Chilli,4300,4800,4550,500
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Cowpea(Veg),3500,4000,3750,500
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Pineapple,3500,4000,3750,500
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Ashgourd,1600,1800,1700,200
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Tapioca,3500,4000,3750,500
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Snakeguard,3300,3500,3400,200
2026-12-03,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Lemon,12000,13000,12500,1000
